signal_time,entry_time,exit_time,direction,entry,stop,target,risk_price,risk_money,units,result,R,gross_pnl,net_pnl,reason,balance_after,equity
2025-08-12 17:20:00+00:00,2025-08-12 17:25:00+00:00,2025-08-12 18:10:00+00:00,LONG,3335.03,3331.13,3342.8300000000004,3.900000000000091,116.26150992526875,29.810643570581036,WIN,2.0,232.5230198505375,232.5230198505375,Below PDL -> green reversal -> break green high,11858.674012377413,11858.674012377413
2025-08-13 10:25:00+00:00,2025-08-13 10:30:00+00:00,2025-08-13 10:35:00+00:00,SHORT,3359.1,3359.25,3358.7999999999997,0.15000000000009095,118.58674012377412,790.5782674913481,LOSS,-1.0,-118.58674012377412,-118.58674012377412,Above PDH -> green -> red reversal -> break red low,11740.087272253639,11740.087272253639
2025-08-13 11:50:00+00:00,2025-08-13 11:55:00+00:00,2025-08-13 12:30:00+00:00,SHORT,3359.76,3363.42,3352.4400000000005,3.6599999999998545,117.40087272253639,32.07674118102215,LOSS,-1.0,-117.40087272253639,-117.40087272253639,Above PDH -> green -> red reversal -> break red low,11622.686399531103,11622.686399531103
2025-08-13 12:45:00+00:00,2025-08-13 12:55:00+00:00,2025-08-13 13:00:00+00:00,SHORT,3364.08,3366.2,3359.84,2.119999999999891,116.22686399531104,54.82399245062123,LOSS,-1.0,-116.22686399531104,-116.22686399531104,Above PDH -> green -> red reversal -> break red low,11506.459535535792,11506.459535535792
2025-08-13 13:20:00+00:00,2025-08-13 13:25:00+00:00,2025-08-13 13:35:00+00:00,SHORT,3363.66,3366.23,3358.5199999999995,2.5700000000001637,115.06459535535792,44.772216091576105,LOSS,-1.0,-115.06459535535792,-115.06459535535792,Above PDH -> green -> red reversal -> break red low,11391.394940180435,11391.394940180435
2025-08-13 13:40:00+00:00,2025-08-13 13:45:00+00:00,2025-08-13 13:50:00+00:00,SHORT,3365.37,3366.02,3364.0699999999997,0.650000000000091,113.91394940180435,175.25222984890524,LOSS,-1.0,-113.91394940180435,-113.91394940180435,Above PDH -> green -> red reversal -> break red low,11277.480990778631,11277.480990778631
2025-08-13 15:00:00+00:00,2025-08-13 15:05:00+00:00,2025-08-13 17:00:00+00:00,SHORT,3361.4,3366.98,3350.2400000000002,5.579999999999927,112.77480990778632,20.21053940999781,LOSS,-1.0,-112.77480990778632,-112.77480990778632,Above PDH -> green -> red reversal -> break red low,11164.706180870844,11164.706180870844
2025-08-13 16:45:00+00:00,2025-08-13 18:05:00+00:00,2025-08-13 18:30:00+00:00,SHORT,3360.08,3362.45,3355.34,2.369999999999891,111.64706180870844,47.108464898191386,WIN,2.0,223.2941236174169,223.2941236174169,Above PDH -> green -> red reversal -> break red low,11388.000304488261,11388.000304488261
2025-08-13 19:25:00+00:00,2025-08-13 19:35:00+00:00,2025-08-13 20:30:00+00:00,SHORT,3359.28,3360.9,3356.0400000000004,1.6199999999998909,113.88000304488261,70.2962981758582,WIN,2.0,227.76000608976523,227.76000608976523,Above PDH -> green -> red reversal -> break red low,11615.760310578027,11615.760310578027
2025-08-14 03:30:00+00:00,2025-08-14 03:35:00+00:00,2025-08-14 04:20:00+00:00,SHORT,3371.04,3373.39,3366.34,2.349999999999909,116.15760310578027,49.42876727905735,WIN,2.0,232.31520621156054,232.31520621156054,Above PDH -> green -> red reversal -> break red low,11848.075516789588,11848.075516789588
2025-08-18 06:50:00+00:00,2025-08-18 06:55:00+00:00,2025-08-22 17:30:00+00:00,SHORT,3349.1,3370.9,3305.4999999999995,21.800000000000182,118.48075516789588,5.4348970260502245,LOSS,-1.0,-118.48075516789588,-118.48075516789588,Above PDH -> green -> red reversal -> break red low,11729.594761621693,11729.594761621693
2025-08-26 02:20:00+00:00,2025-08-26 03:00:00+00:00,2025-08-29 16:55:00+00:00,LONG,3358.19,3323.29,3427.9900000000002,34.90000000000009,117.29594761621694,3.3609154044761214,WIN,2.0,234.59189523243387,234.59189523243387,Below PDL -> green reversal -> break green high,11964.186656854126,11964.186656854126
2025-09-04 06:15:00+00:00,2025-09-04 06:20:00+00:00,2025-09-30 06:40:00+00:00,LONG,3524.09,3355.28,3861.71,168.80999999999995,119.64186656854126,0.7087368436025194,WIN,2.0,239.28373313708252,239.28373313708252,Below PDL -> green reversal -> break green high,12203.47038999121,12203.47038999121
