signal_time,entry_time,exit_time,direction,entry,stop,target,risk_price,risk_money,units,result,R,gross_pnl,net_pnl,reason,balance_after,equity
2025-07-24 06:10:00+00:00,2025-07-24 06:30:00+00:00,2025-07-28 16:45:00+00:00,LONG,3380.81,3318.31,3505.81,62.5,116.43489455011296,1.8629583128018072,LOSS,-1.0,-116.43489455011296,-116.43489455011296,Below PDL -> green reversal -> break green high,11527.054560461182,11527.054560461182
2025-07-28 17:00:00+00:00,2025-07-28 17:15:00+00:00,2025-07-29 11:05:00+00:00,LONG,3308.93,3301.89,3323.0099999999998,7.039999999999964,115.27054560461181,16.373657046109717,WIN,2.0,230.54109120922362,230.54109120922362,Below PDL -> green reversal -> break green high,11757.595651670405,11757.595651670405
2025-07-30 16:30:00+00:00,2025-07-30 17:10:00+00:00,2025-07-30 17:15:00+00:00,LONG,3308.06,3304.34,3315.4999999999995,3.7199999999998,117.57595651670405,31.606439923846875,LOSS,-1.0,-117.57595651670405,-117.57595651670405,Below PDL -> green reversal -> break green high,11640.0196951537,11640.0196951537
2025-07-30 17:30:00+00:00,2025-07-30 17:35:00+00:00,2025-07-30 17:45:00+00:00,LONG,3303.02,3301.61,3305.8399999999997,1.4099999999998545,116.400196951537,82.55333117131136,WIN,2.0,232.800393903074,232.800393903074,Below PDL -> green reversal -> break green high,11872.820089056773,11872.820089056773
2025-07-30 18:10:00+00:00,2025-07-30 20:50:00+00:00,2025-07-30 21:00:00+00:00,LONG,3301.23,3300.15,3303.39,1.0799999999999272,118.72820089056773,109.93351934312568,LOSS,-1.0,-118.72820089056773,-118.72820089056773,Below PDL -> green reversal -> break green high,11754.091888166206,11754.091888166206
2025-07-30 21:05:00+00:00,2025-07-30 21:10:00+00:00,2025-07-30 21:15:00+00:00,LONG,3302.38,3297.48,3312.1800000000003,4.900000000000091,117.54091888166205,23.987942628910176,LOSS,-1.0,-117.54091888166205,-117.54091888166205,Below PDL -> green reversal -> break green high,11636.550969284543,11636.550969284543
2025-07-30 22:00:00+00:00,2025-07-30 22:10:00+00:00,2025-07-30 22:15:00+00:00,LONG,3281.51,3279.69,3285.1500000000005,1.8200000000001637,116.36550969284542,63.9370932378214,LOSS,-1.0,-116.36550969284542,-116.36550969284542,Below PDL -> green reversal -> break green high,11520.185459591698,11520.185459591698
2025-07-30 22:20:00+00:00,2025-07-30 22:25:00+00:00,2025-07-30 22:30:00+00:00,LONG,3276.05,3274.16,3279.830000000001,1.8900000000003274,115.20185459591698,60.95336222005134,LOSS,-1.0,-115.20185459591698,-115.20185459591698,Below PDL -> green reversal -> break green high,11404.983604995781,11404.983604995781
2025-07-30 22:40:00+00:00,2025-07-30 22:45:00+00:00,2025-07-31 04:05:00+00:00,LONG,3275.39,3268.17,3289.8299999999995,7.2199999999998,114.04983604995782,15.796376184205121,WIN,2.0,228.09967209991564,228.09967209991564,Below PDL -> green reversal -> break green high,11633.083277095697,11633.083277095697
2025-08-01 15:50:00+00:00,2025-08-01 15:55:00+00:00,2025-08-01 16:05:00+00:00,SHORT,3335.71,3345.22,3316.6900000000005,9.509999999999764,116.33083277095697,12.232474529017862,LOSS,-1.0,-116.33083277095697,-116.33083277095697,Above PDH -> green -> red reversal -> break red low,11516.75244432474,11516.75244432474
2025-08-01 16:20:00+00:00,2025-08-01 16:25:00+00:00,2025-08-01 16:50:00+00:00,SHORT,3349.78,3354.46,3340.4200000000005,4.679999999999836,115.1675244432474,24.608445393857142,WIN,2.0,230.3350488864948,230.3350488864948,Above PDH -> green -> red reversal -> break red low,11747.087493211235,11747.087493211235
2025-08-01 17:10:00+00:00,2025-08-01 17:15:00+00:00,2025-08-01 17:20:00+00:00,SHORT,3348.03,3350.48,3343.1300000000006,2.449999999999818,117.47087493211235,47.947295890661664,LOSS,-1.0,-117.47087493211235,-117.47087493211235,Above PDH -> green -> red reversal -> break red low,11629.616618279122,11629.616618279122
2025-08-01 17:50:00+00:00,2025-08-01 19:20:00+00:00,2025-08-01 22:30:00+00:00,SHORT,3341.39,3355.07,3314.0299999999993,13.680000000000291,116.29616618279123,8.501181738507949,LOSS,-1.0,-116.29616618279123,-116.29616618279123,Above PDH -> green -> red reversal -> break red low,11513.320452096332,11513.320452096332
2025-08-01 19:35:00+00:00,2025-08-12 14:20:00+00:00,2025-08-12 14:25:00+00:00,SHORT,3340.73,3342.11,3337.97,1.3800000000001091,115.13320452096332,83.42985834851754,LOSS,-1.0,-115.13320452096332,-115.13320452096332,Above PDH -> green -> red reversal -> break red low,11398.187247575368,11398.187247575368
2025-08-12 15:25:00+00:00,2025-08-12 15:30:00+00:00,2025-08-12 15:40:00+00:00,LONG,3341.47,3336.09,3352.229999999999,5.379999999999654,113.98187247575368,21.186221649769703,WIN,2.0,227.96374495150735,227.96374495150735,Below PDL -> green reversal -> break green high,11626.150992526875,11626.150992526875
